nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
495,Dezvoltarea capacitatilor de thermoforare si de finisare postprelucrare la RESIN COMPOSITES CONSTRUCT SRL,SC RESIN COMPOSITES CONSTRUCT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,551.845,0,247.930,150.557,950.332,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
496,Cresterea capacitatii serviciilor prestate clientilor prin modernizarea FMMC,SC FM MANAGEMENT CONSULTANCY SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,168.972,0,72.416,82.124,323.512,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
497,Un centru digital modern de multiplicare a documentelor,SC DAVID SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,268.269,0,178.846,118.292,565.407,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
498,Achizitionarea de utilaje pentru sectia de prelucrare benzi adezive,SC PHOENIX INVEST SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,187.274,0,80.260,64.676,332.210,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
499,Jurnalism inovator in regiunea de dezvoltare Bucuresti - Ilfov,SC HOTNEWS.RO SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,575.000,0,246.881,156.157,978.038,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
500,Achizitie utilaj digital de decupare si stantare,SC CTP PRODUCTIE PUBLICITARA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,667.975,0,286.275,181.307,1.135.557,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
501,Dezvoltare activitate de call-center prin achizitii de bunuri si echipamente IT specializate,SC BLUE POINT TELECOM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,306.138,0,131.202,83.641,520.981,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
502,"Achizitionare de echipament stomatologic nou, mobilier de birou nou si tehnica de calcul pentru modernizare cabinet SC DANIELA COSTACHESCU – MEDICAL SRL",SC DANIELA COSTACHESCU – MEDICAL SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,246.903,0,105.815,122.227,474.945,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
503,Reconstructie versus reabilitare pentru o economie de piata dinamica si durabila,SC AGRESIV ART SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,117.182,0,50.221,36.591,203.993,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
504,Infiintare birou de consultanta tehnica,SC FORENG CONSULT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,251.530,0,107.799,68.272,427.601,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
505,Infiintare birou de traduceri,SC INFRA DEVELOPMENT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,154.855,0,66.366,42.032,263.253,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
506,Infiintare birou consultanta pentru afaceri si management,SC DINAMIC FINANS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,116.320,0,49.851,31.573,197.744,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
507,Puterea cunoasterii,SC ABSA CONSULTING MANAGEMENT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,138.548,0,59.378,52.061,249.987,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
508,Reabilitarea Centrului Istoric Vechi al Municipiului Arad,UAT Mun Arad,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",38.802.973,5.934.572,913.011,13.131.481,58.782.037,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
509,"Consolidare, restaurare si modernizare la sectia de istorie-arheologie a Muzeului Olteniei Craiova",CJ Dolj,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",16.081.705,2.459.555,378.393,6.731.350,25.651.004,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
510,"Consolidare, restaurare Palatul Jean Mihail - Muzeul de Arta Craiova",Consiliul Judetean Dolj,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",19.642.853,3.004.201,462.185,6.232.425,29.341.665,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
511,"Consolidare, restaurare si refunctionalizare cu valorificare patrimoniu cultural - imobil str. Brestei, nr. 24, Craiova",Arhiepiscopia Craiovei,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",11.012.821,1.684.314,259.125,3.078.255,16.034.515,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
512,Reabilitarea Palatului Cultural: Theodor Costescu si Cetatea Severinului,Primaria Municipiului Drobeta Turnu SeVerin,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",36.929.280,5.648.008,868.924,10.988.127,54.434.339,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
513,"Reabilitare Centru Istoric Traseul Estic, Traseul Sudic, Traseul Nordic Fortificatia de tip Vauban – Alba Iulia – cai de acces, iluminat si mobilier urban specific(*)",UAT Alba Iulia,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",28.372.600,4.339.339,667.591,14.154.124,47.533.653,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
514,"Circuitul targurilor medievale din Transilvania de Nord - Castelul Karolyi din Carei, Castelul (Cetatea) Karolyi din Ardud",UAT Mun Carei,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",15.959.279,2.412.667,403.676,4.403.771,23.179.393,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
515,Reabilitarea şi extinderea infrastructurii turistice în oraşul Rupea,Consiliul Local Rupea,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",20.203.379,3.089.929,475.374,7.056.743,30.825.425,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
516,Drumul de glorie al armatei romane in primul razboi mondial,Consiliul Judetean Vrancea,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",14.558.093,2.038.996,530.079,4.087.097,21.214.265,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
517,"Revitalizarea cetatii Oradea in vederea introducerii in circuitul turistic: Cetatea Oradea, complex turistic european",Mun Bihor,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",24.908.264,3.809.439,586.137,7.476.490,36.780.329,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
518,Reabilitarea centrului cultural istoric al municipiului Barlad,CONSILIUL JUDETEAN VASLUI VASLUI,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",13.250.226,2.026.505,311.770,4.480.224,20.068.725,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
519,Restaurare si punere în valoare a Ansamblului Medieval al Fostei Manastiri Varbila,"Parohia Varbila, com Iordacheanu, jud Dambovita","Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",5.776.278,880.669,138.674,1.418.730,8.214.351,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
520,Restaurarea si reabilitarea a doua cladiri de patrimoniu din Mun.Tulcea incluse in circuitele turistice regionale,Consiliul Judetean Tulcea,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",30.703.620,4.418.286,1.000.000,10.023.790,46.145.696,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
521,Consolidarea si reabilitarea Casei de Cultura Tecuci,Consiliul Local Tecuci,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",1.919.517,293.538,45.200,445.723,2.703.978,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
522,"Restaurarea patrimoniului istoric si cultural al Consiliului Judetean Salaj - Cladirile Centrului Militar Judetean, Muzeul Judetean de Istorie Zalau si Galeriile de Arta ""Ioan Sima""",UAT judet Salaj,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",15.386.933,2.353.296,362.045,7.322.518,25.424.793,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
523,Reabilitarea Complexului Muzeul Regiunii Portile de fier si valorificarea lui ca produs turistic,Consiliul Judetean Mehedinti,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",36.140.672,5.527.397,850.369,9.220.695,51.739.133,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
524,REABILITAREA CETATII DE SCAUN A SUCEVEI SI A ZONEI DE PROTECTIE A ACESTEIA,"JUDETUL SUCEAVA, SUCEAVA, STR. STEFAN CEL MARE, NR. 36","Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",35.589.078,5.443.035,837.390,10.728.561,52.598.065,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
525,"REPARAREA , REABILITAREA SI MODERNIZAREA OBIECTIVULUI DE PATRIMONIU MUZEUL DE ARTA ION IRIMESCU DIN MUNICIPIUL FALTICENI",MUNICIPIUL FALTICENI,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",3.917.700,599.178,92.181,1.048.223,5.657.282,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
526,Reabilitare muzeul judetean Buzau,UAT judet Buzau,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",23.581.905,3.606.644,554.868,7.381.640,35.125.058,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
527,Reabilitarea zonei urbane „Dealul Cetatii Deva” monument al naturii si istoric cu valoare turistică ridicata din Municipiul Deva,Consiliul Judeţean Hunedoara,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",21.965.881,3.359.488,516.844,12.585.969,38.428.182,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
528,"RESTAURAREA SI CONSERVAREA PATRIMONIULUI CULTURAL SI MODERNIZAREA INFRASTRUCTURII CONEXE LA MANASTIREA MOLDOVITA, JUDETUL SUCEAVA","MANASTIREA MOLDOVITA, VATRA MOLDOVITEI, COM. VATRA MOLDOVITEI, JUD. SUCEAVA","Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",4.937.895,755.208,116.186,1.247.587,7.056.875,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
529,"RESTAURAREA SI CONSERVAREA PATRIMONIULUI CULTURAL SI MODERNIZAREA INFRASTRUCTURII CONEXE LA MANASTIREA SUCEVITA, JUDETUL SUCEAVA","MANASTIREA SUCEVITA, SUCEVITA, SAT SUCEVITA, COM. SUCEVITA, JUD. SUCEAVA","Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",4.504.406,688.909,105.986,994.291,6.293.592,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
530,"RESTAURAREA SI CONSERVAREA PATRIMONIULUI CULTURAL SI MODERNIZAREA INFRASTRUCTURII CONEXE LA MANASTIREA DRAGOMIRNA, JUDETUL SUCEAVA","MANASTIREA DRAGOMIRNA, MITOCU DRAGOMIRNEI, COMUNA MITOCUL DRAGOMIRNEI, JUD. SUCEAVA","Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",17.819.133,2.369.018,420.411,5.113.767,25.722.330,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
531,HIPERB-Muzeu al secolului XXI pentru turistii din Constanta,Consiliul Judetean Constanta,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",7.398.349,912.375,242.281,2.006.061,10.559.065,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
532,"RESTAURARE SI PUNERE IN VALOARE ZONA ISTORICA SI CULTURALA CURTEA DOMNEASCA DIN PIATRA NEAMT - PRIN REABILITAREA, DOTAREA SI PUNEREA IN VALOARE A SITURILOR SI CLADIRILOR DE PATRIMONIU: MUZEUL DE ETNOGRAFIE, MUZEUL DE ARTA, TEATRUL TINERETULUI, TURNUL","MUNICIPIUL PIATRA NEAMT, P. NEAMT, STR. STEFAN CEL MARE, NR. 8","Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",20.100.977,3.074.267,472.694,5.789.562,29.437.500,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
533,O poarta spre patrimoniul cultural brailean - reabilitarea cladirii de patrimoniu din str. Ana aslan nr. 27-29,UAT jud Braila,"Axa Prioritară 5/ DMI 5.1. Restaurarea şi valorificarea durabilă a patrimoniului cultural, precum şi crearea/ modernizarea infrastructurilor conexe",6.495.246,946.778,199.442,2.374.604,10.016.070,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
534,Dezvoltarea calitatii serviciilor turistice prin extinderea capacitatii de cazare si modernizarea Hotelului Oliver din cadrul SC Madison Company SRL,SC Madison Company SRL Brasov,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",3.537.972,0,1.516.274,1.246.694,6.300.939,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
535,"Modernizarea si extinderea structurilor de cazare si a utilitatilor conexe din cadrul complex turistic Pelican, Murighiol - Tulcea",SC LE FRANC SRL Tulcea,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",8.504.035,0,3.644.586,4.542.844,16.691.464,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
536,MODERNIZARE SI EXTINDERE HOTEL ROMAN,SC TUROAG SA ROMAN,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",4.934.243,0,3.289.495,4.033.570,12.257.308,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
537,Hotel Plutitor Bella Marina ****,SC LUCIA INTER TOUR SRL Harsova,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",8.788.881,0,3.766.663,2.848.279,15.403.823,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
538,CENTRUL DE AGREMENT ROYAL,C GEMADA SERV SRL IASI,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",42.544.000,0,18.233.143,16.215.640,76.992.783,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
539,Extindere Complex Hotelier Mariko INN,SC NEMASE Comprod SRL Roman,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",4.172.616,0,2.781.744,2.007.161,8.961.520,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
540,Imbunatatirea produsului turistic prin extinderea si modernizarea hotelului Belvedere,SC Belvedere srl Botosani,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",7.123.632,0,3.052.985,3.844.449,14.021.067,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
541,ROCOM - ROLUL HOTELULUI CENTRAL - CONCEPT INOVATIV IN MODERNIZAREA INFRASTRUCTURII DE TURISM A JUDETULUI NEAMT,"SC Rocom srl, 170 P. NEAMT STR. PIATA PETRODAVA, NR. 1 - 3","Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",7.943.351,0,5.519.956,3.476.729,16.940.036,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
542,"Parc Montan de Iarnă Dealu Negru, Vatra Dornei",SC Telescaun Negresti SRL Vatra Dornei,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",1.886.656,0,808.567,801.067,3.496.290,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
543,Cresterea calitatii serviciilor turistice prin extinderea si modernizarea structurii de cazare la Vila Geta,SC Metrodor SRL,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",2.555.812,0,1.095.348,1.119.066,4.770.226,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
544,"Extindere pensiune ""Escalade"" in Poiana Brasov, str. Poiana Soarelui nr.160, jud. Brasov","SC BACSI INVESTMENT GROUP SRL, Pitesti","Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",6.959.126,0,4.611.973,2.103.481,13.674.580,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
545,Modernizarea structurii de cazare a Hotelului Delta si modernizarea activitatilor,SC SULINA ESTIVAL 2002 SA,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",9.260.977,0,3.968.990,3.474.311,16.704.278,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
546,Amenajare faleza turistica in municipiul Orsova- Etapa a II-a,Consiliul local al municipiului Orsova,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",3.884.554,0,79.277,825.896,4.789.727,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
547,Dezvoltarea infrastructurii turistice pe masivul Cozla,municipiul Piatra Neamt,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",23.282.449,0,23.282.449,11.821.244,58.386.143,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
548,"Extindere imobil existent: alimentatie publica, sala conferinte, hol - receptie, spatii cazare",Sc Vacanta SRL,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",5.041.056,0,2.160.452,2.539.019,9.740.527,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
549,Reabilitarea infrastructurii Statiunii Geaogiu Bai,Consiliul Local al Orasului Geoagiu,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",17.118.014,0,349.348,5.609.880,23.077.242,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
550,Extindere Hotel Criss-Bucuresti,SC CROSSLINE SRL,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",7.495.892,0,4.997.262,4.003.711,16.496.865,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
551,Modernizare si extindere Hotel Grand - Tg Mures,"SC Grand SA Targu Mures, jud. Mures","Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",9.456.139,0,4.052.631,3.435.877,16.944.647,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
552,Reabilitare si ecologizare Lacuri Neptun,UAT mun. Mangalia,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",12.339.396,0,251.824,2.612.796,15.204.016,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
553,Modernizare prin extindere si transformare cabna Valea cu Pesti in complex turistic si agrement 4 stele,"S.C. Valea cu Pesti S.A., Arefu, jud. Arges","Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",8.840.094,0,3.788.612,4.228.111,16.856.816,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
554,Modernizare si extindere Hotel Insula Lac Ciuperca din cadrul complexului turistic si de agrement,SC MDA SRL Tulcea,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",1.974.193,0,846.083,956.309,3.776.584,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
555,"Palace Govora SPA- Servicii cazare, promovare si dezvoltare turism balnear, agrement turistic",SC Baile Govora,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",7.154.768,0,4.971.957,4.542.862,16.669.587,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
556,Reabilitarea parcului balnear din statiunea Amara,Primaria Amara,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",12.967.959,0,264.653,3.313.137,16.545.748,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
557,Modernizare infrastructurii hoteliere si diversificarea serviciilor turistice la SC Luana Tours-2004 SRL,SC LUANA TOURS - 2004 SRL CONSTANTA,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",5.762.806,0,2.469.774,2.686.622,10.919.202,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
558,Modernizarea infrastructurii de turism a SC Resalcom SA in vederea diversificarii serviciilor turistice,"S.C. RESALCOM S.A., mun Targoviste, jud Dambovita","Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",7.752.171,0,3.322.359,3.114.075,14.188.606,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
559,"EXTINDERE IMOBIL SPATII DE CAZARE PE TEREN PROPRIETATE, AMENAJARE PARCARE PRIVATA","SC AUTO - GAS SRL IASI SOS. BUCIUM, NR. 18 B","Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",8.421.166,0,5.614.110,2.962.654,16.997.930,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
560,"'Extindere hotel ,,NEVIS'' in localitatea ORADEA, judetul BIHOR''",SC Nevis Trade SRL,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",4.500.618,0,1.928.836,1.719.524,8.148.978,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
561,Modernizarea hanului turistic Popas Merei,SC FLORION ANDREI SRL,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",3.637.161,0,1.558.783,1.386.208,6.582.152,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
562,Modernizarea si extinderea complexului hotelier Pietroasa Buzau,SC PIETROASA SA Buzau,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",5.495.910,0,3.663.980,3.485.227,12.645.117,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
563,"Modernizare Hotel Select - Baile Olanesti, in vederea diversificarii si cresterii calitatii serviciilor de turism",SC Barreco Lary SRL,"Axa Prioritară 5/ DMI 5.2. Crearea, dezvoltarea, modernizarea infrastructurii de turism pentru valorificarea resurselor naturale şi creşterea calităţii serviciilor turistice",945.381,0,405.163,349.898,1.700.443,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
