cod,org_int,titolo,asse,anno,stato,ente_gestore,costo,finanziamento,fund_type,currency,uri
1322,LU,SERVIZI INNOVATIVI 2008- AGAPE(OCCUPABILIT¿),II Occupabilit‡,2008,Finanziato,PROVINCIA DI LUCCA - DIPARTIMENTO SERVIZI ALLE PERSONE,"24.600,57","24.600,57",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
421,LU,SERVIZIO IN CAMERA,II Occupabilit‡,2008,Finanziato,IPSSTCPA MARCONI - VIAREGGIO (LU),"17.310,24","17.310,24",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
75,GR,SI.BI.GRE.CO-SICUREZZA E BIOEDILIZIA PER L'IMPRESA GRECHI COSTRUZIONI,I Adattabilit‡,2008,Finanziato,FORMIMPRESA,"28.000,00","25.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
1418,AR,SICUREZZA ALIMENTARE NELLA FILIERA DEI MANGIMI,I Adattabilit‡,2008,Finanziato,Centro Servizi & Analisi,"14.000,00","14.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
449,CE,SICUREZZA E QUALITA': INNOVAZIONI NEI PROCESSI AZIENDALI E DI FILIERA,I Adattabilit‡,2008,Finanziato,CARTIERA ETRURIA SRL,"37.973,50","30.350,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
1649,PI,SICUREZZA NELL'AUTOMOTIVE,I Adattabilit‡,2008,Finanziato,YOGITECH SPA,"13.670,08","8.850,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
771,AR,SICUREZZA TOTALE NEI TRASPORTI,I Adattabilit‡,2008,Finanziato,SSA societ‡ servizi avanzati e di formazione scrl,"15.000,00","15.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
515,CE,SISTEMISTA LINUX,IV Capitale Umano,2008,Finanziato,TD GROUP SPA,"61.156,66","61.156,66",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
520,LI,SPECIALE FORMAZIONE PROFESSIONALE,I Adattabilit‡,2008,Finanziato,A. MANZONI & C. S.P.A.,"837,00","837,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
523,LI,SPECIALE FORMAZIONE PROFESSIONALE,IV Capitale Umano,2008,Finanziato,A. MANZONI & C. S.P.A.,"837,00","837,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
522,LI,SPECIALE FORMAZIONE PROFESSIONALE,III Inclusione Sociale,2008,Finanziato,A. MANZONI & C. S.P.A.,"837,00","837,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
521,LI,SPECIALE FORMAZIONE PROFESSIONALE,II Occupabilit‡,2008,Finanziato,A. MANZONI & C. S.P.A.,"837,00","837,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
96,GR,SPECIALIZZAZIONE IN SISTEMI DI FITODEPURAZIONE DELLE ACQUE IRRIGUE,IV Capitale Umano,2008,Finanziato,EUROFORM,"59.999,54","59.999,54",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
842,PI,SPORTELLI DONNA,II Occupabilit‡,2008,Finanziato,"PROVINCIA DI PISA - DIPARTIMENTO DELLE POLITICHE TERRITORIALI, ECONOMICHE E DEL LAVORO - SERVIZIO FORMAZIONE E LAVORO","10.000,00","10.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
445,CE,STRATEGIA OCEANO BLU,I Adattabilit‡,2008,Finanziato,TWIN DISK,"34.820,00","34.820,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
777,AR,STRUMENTI A SOSTEGNO DELL'INNOVAZIONE DI MERCATO:L'INTERNAZIONALIZ ZAZIONE NEL SETTORE ORAFO.,I Adattabilit‡,2008,Finanziato,SSA societ‡ servizi avanzati e di formazione scrl,"15.000,00","15.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
776,AR,STRUMENTI ORGANIZZATIVI INNOVATIVI A SOSTEGNO DELLA CRESCITA AZIENDALE,I Adattabilit‡,2008,Finanziato,SSA societ‡ servizi avanzati e di formazione scrl,"15.000,00","15.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
450,CE,SVILUPPO COMPETENZE INNOVATIVE NEL SETTORE ALIMENTARE,I Adattabilit‡,2008,Finanziato,PRIMAQ S.R.L.,"25.706,25","20.565,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
444,CE,SVILUPPO COMPETENZE PROFESSIONALI,I Adattabilit‡,2008,Finanziato,COLOROBBIA S.P.A.,"33.312,50","26.650,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
72,GR,SVILUPPO DELLE COMPETENZE DEGLI ISCRITTI AL COLLEGIO DEI PERITI INDUSTRIALI,I Adattabilit‡,2008,Finanziato,Ts Grosseto S.a.s. di g. Biagioli & C.,"35.450,00","27.450,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
37,LU,SVILUPPO DELLE COMPETENZE MANAGERIALI NELLE PMI,I Adattabilit‡,2008,Finanziato,SO.GE.S.A . 2000 S.r.L.,"48.500,00","39.080,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
158,PI,SVILUPPO PER LA VALDICECINA,I Adattabilit‡,2008,Finanziato,CONSORZIO COPERNICO S.C.A.R.L.,"20.250,00","16.200,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
193,PI,TEATER-TEATRO DI INNOVAZIONE E TERRITORIO,IV Capitale Umano,2008,Finanziato,FONDAZIONE PONTEDERA TEATRO,"48.000,00","48.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
266,PI,TECNICHE DI COMUNICAZIONE,IV Capitale Umano,2008,Finanziato,PERFORMAT S.R.L.,"8.849,00","8.849,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
1422,AR,"TECNICHE DI COMUNICAZIONE INTERPERSONALE, CREAZIONE SQUADRA E MARKETING RELAZIONALE",I Adattabilit‡,2008,Finanziato,ALPHA BRITISH CENTRE DI A. ARISTA & C. SNC,"12.435,00","12.435,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
185,PI,TECNICHE DI FIGURINO E CONFEZIONE,II Occupabilit‡,2008,Finanziato,URBAN VALDERA,"48.000,00","48.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
460,CE,TECNICO DELL'ESECUZIONE E RIADATTAMENTO DI CAPI D'ABBIGLIAMENTO CON COMPETENZE NELL'AREA DELLA PRODUZIONE,II Occupabilit‡,2008,Finanziato,Agenzia per lo Sviluppo dell'Empolese Valdelsa S.p.A.,"57.425,00","57.425,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
514,CE,TECNICO DELLA PROGETTAZIONE ED ELABORAZIONE DI SISTEMI DI RISPARMIO ENERGETICO,IV Capitale Umano,2008,Finanziato,Agenzia per lo Sviluppo dell'Empolese Valdelsa S.p.A.,"75.770,00","75.770,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
195,PI,TECNICO ESPERTO DELLE ATTIVIT¿ DI REALIZZAZIONE DI MODELLI DI ABBIGLIAMENTO NUOVI O PRESISTENTI,IV Capitale Umano,2008,Finanziato,URBAN VALDERA,"120.000,00","120.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
258,PI,TECNICO ESPERTO IN RESTAURO DIPINTI,IV Capitale Umano,2008,Finanziato,ISIS SANTONI DI PISA (PI),"91.750,00","91.750,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
338,GR,TECNICO QUALIFICATO CANTINIERE E OLTRE,II Occupabilit‡,2008,Finanziato,CIPA-AT GROSSETO,"98.700,00","98.700,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
306,GR,TECNICO QUALIFICATO GUIDA AMBIENTALE,II Occupabilit‡,2008,Finanziato,Heimat servizi ambientali societ‡ cooperativa,"96.500,00","96.500,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
312,GR,TECNICO QUALIFICATO IN PROGRAMMAZIONE DI APPLICAZIONI WEB,II Occupabilit‡,2008,Finanziato,TD GROUP SPA,"77.511,44","77.511,44",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
171,PI,TECNOLOGIE DELL'INFORMAZIONE: COMUNICAZIONE E INGLESE,IV Capitale Umano,2008,Finanziato,CTP DI VOLTERRA,"13.799,48","13.799,48",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
120,FI,TI: ADDETTO MONTATORE MANUTENTORE IMPIANTI TERMOFLUIDICI,II Occupabilit‡,2007,Finanziato,COMUNE DI FIRENZE - CENTRO FORMAZIONE PROFESSIONALE,"124.029,58","99.223,67",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
116,FI,TID: ADDETTO MONTATORE MANUTENTORE DI IMPIANTI TERMOFLUIDICI,II Occupabilit‡,2007,Finanziato,Scuola e Formazione-Lavoro Don Giulio Facibeni (ex scuola di formazione professionale dell'Opera Madonnina del Grappa),"199.165,30","199.165,30",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
115,FI,TIF: ADDETTO MONTATORE MANUTENTORE DI IMPIANTI TERMOFLUIDICI,II Occupabilit‡,2007,Finanziato,Scuola e Formazione-Lavoro Don Giulio Facibeni (ex scuola di formazione professionale dell'Opera Madonnina del Grappa),"199.165,30","199.165,30",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
20,LU,TRASFORMAZIONE 2,I Adattabilit‡,2008,Finanziato,ECOL STUDIO,"176.486,63","84.918,45",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
325,GR,UN IMPRESA DA MAMME AVVIARE UN'IMPRESA NEI SERVIZI ALLA PRIMA INFANZIA,II Occupabilit‡,2008,Finanziato,C.O.A.P. Azienda Speciale della C.C.I.A.A. di GR,"70.945,71","70.945,71",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
1689,LA,UNIVERSITA PER STRANIERI DI SIENA - INTERVENTI FORMATIVI/ORIENTATIVI NELL'AMBITO DEI CICLI UNIVERSITARI E POST UNIVERSITARI,IV Capitale Umano,2008,Finanziato,FACOLTA' DI LINGUA E CULTURA ITALIANA - UNIVERSITA` PER STRANIERI DI SIENA,"400.000,00","400.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
1688,LA,UNIVERSIT¿ DEGLI STUDI DI FIRENZE - PROGETTO D'ATENEO 2008 PER L'ALTA FORMAZIONE,IV Capitale Umano,2008,Finanziato,UNIVERSITA' DEGLI STUDI DI FIRENZE,"1.600.000,00","1.600.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
1690,LA,UNIVERSIT¿ DEGLI STUDI DI SIENA - INTERVENTI DI QUALIFICAZIONE DELL'ATTIVIT¿ FORMATIVA NEI PERCORSI UNIVERSITARI - ANNUALIT¿ 2008,IV Capitale Umano,2008,Finanziato,UNIVERSIT¿ DEGLI STUDI DI SIENA,"750.000,00","750.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
1691,LA,"UNIVERSIT¿ DI PISA - INTERVENTI A SOSTEGNO DELLA FORMAZIONE, DELLA RICERCA, DELL'OCCUPABILIT¿ 2008",IV Capitale Umano,2008,Finanziato,UNIVERSIT¿ DI PISA,"1.350.000,00","1.350.000,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
446,CE,VANTAGGI COMPETITIVI DA SALVAGUARDIA AMBIENTE ED ETICA SOCIALE,I Adattabilit‡,2008,Finanziato,PRIMAQ S.R.L.,"49.375,00","39.500,00",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
462,CE,WELCOME,II Occupabilit‡,2008,Finanziato,Qualitas Associazione Sviluppo Progetti Formativi,"66.431,20","66.431,20",ESF,EUR,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf
