"ragione_sociale","azione","titolo_operazione","importo_approvato","fund_type","currency","uri"
"Dge System S.r.l.","Sistemi, servizi all'impiego, orientamento, consulenza e formazione del personale","Servizi di informazione, di orientamento, di sostegno e di accompagnamento all'inserimento lavorativo erogati dai Centri per l'Impiego provinciali - lotto 1","194.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot Modena","Persone, Formazione iniziale per adulti","Le professioni per migliorare l'organizzazione del negozio","30.410,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot Modena","Persone, Formazione iniziale per adulti","IL TALENTO È NEL GUSTO","35.280,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot Modena","Persone, Formazione iniziale per adulti","Il talento è nel gusto","34.590,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot Modena","Persone, Formazione iniziale per adulti","L'ARTE NEL SETTORE DELLA PANIFICAZIONE E DELLA PASTICCERIA","32.790,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot Modena","Persone, formazione per occupati","Percorsi professionalizzanti per la vendita","15.680,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot Modena","Persone, formazione per occupati","Arte grafi ca - percorsi di specializzazione per operatori grafi ci","11.907,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot Modena","Persone, formazione per occupati","La successione imprenditoriale nelle imprese familiari","7.014,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot Modena","Persone, formazione per occupati","Percorsi professionalizzanti per la realizzazione di negozi di successo","16.016,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Comune di Modena","Persone, tirocini nella transizione al lavoro","Percorsi individuali di formazione al lavoro per giovani in situazione di handicap","156.648,98","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Comune di Modena","Persone, tirocini nella transizione al lavoro","Percorsi individuali di formazione al lavoro per giovani in situazione di handicap (terza proposta)","5.610,33","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Comune di Modena","Persone, tirocini nella transizione al lavoro","Percorsi individuali di formazione al lavoro per giovani in situazione di handicap - II proposta","20.680,69","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"DIDACTA - Organizzazione non lucrativa di utilità sociale ONLUS","Servizi alle persone","Azioni per il miglioramento dell'occupabilità delle persone disabili attraverso l'uso delle nuove tecnologie e una rete regionale composta da enti di formazione e istituti scolastici superiori","145.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"DIDACTA - Organizzazione non lucrativa di utilità sociale ONLUS","Persone, formazione per occupati","Formazione per educatori professionali nell'ambito delle tecnologie di supporto all'integrazione scolastica","35.280,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Associazione Portofranco Emilia Romagna","Servizi alle persone","Portofranco 08/09 Permanenza nei percorsi di istruzione ed effi cace inserimento lavorativo mediante il metodo inclusivo","180.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Provincia di Piacenza area attività economiche politiche formative e del lavoro","Sistemi, servizi all'impiego, acquisizione di risorse","Servizi specialistici - CENTRI PER L'IMPIEGO","160.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Provincia di Piacenza area attività economiche politiche formative e del lavoro","Informazione e comunicazione","CICLO DI SEMINARI FORMATIVI SUL LAVORO","20.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"CONSORZIO FERRARA INNOVAZIONE Società Consortile a responsabilità limitata","Persone, formazione per occupati","SISTEMI DI TELECOMUNICAZIONE DI NUOVA GENERAZIONE","27.489,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"CONSORZIO FERRARA INNOVAZIONE Società Consortile a responsabilità limitata","Persone, formazione per occupati","Adeguamento delle competenze dei lavoratori ad un cambio tecnologico e strutturale nell'azienda Easy Form","17.136,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"CONSORZIO FERRARA INNOVAZIONE Società Consortile a responsabilità limitata","Persone, formazione per occupati","Adeguamento delle competenze tecniche e comunicative dei lavoratori/trici di CT PACK per la realizzazione di fornitura estera","36.684,80","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"CONSORZIO FERRARA INNOVAZIONE Società Consortile a responsabilità limitata","Persone, formazione per occupati","Adeguarsi nel lavoro che cambia: piattaforme collaborative per le PMI","40.040,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"CONSORZIO FERRARA INNOVAZIONE Società Consortile a responsabilità limitata","Persone, formazione per occupati","Innovazione logistica e organizzativa legata all'introduzione di nuove tecnologie","33.264,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"CONSORZIO FERRARA INNOVAZIONE Società Consortile a responsabilità limitata","Persone, formazione per occupati","Nuove competenze Hi tech: le necessità di adeguamento delle competenze per le lavoratrici atipiche.","22.680,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Associazione Amici di Piazza Grande Onlus","Persone, tirocini nella transizione al lavoro","""SIDonnemiliaromagna""","150.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Associazione Amici di Piazza Grande Onlus","Persone, formazione per occupati","Corso contabilità sociale","13.212,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Ente Unitario Scuola Professionale Edile","Persone, IFTS (Istruzione e Formazione Tecnica Superiore)","Tecnico Superiore per la conduzione di cantieri edili. Standard di contenimento energetico nel rispetto del costruito storico - sistemi integrati","160.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"CONSORZIO FORMEDIL EMILIA- ROMAGNA","Persone, IFTS (Istruzione e Formazione Tecnica Superiore)","Tecnico superiore conduzione cantieri edili. indirizzo ""riqualifi cazione energetica dell'edilizia storica""","155.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Società Cooperativa CESRE scrl","Persone, Formazione iniziale per adulti","PERCORSI DI OCCUPABILITÀ FEMMINILE:ACQUISIZIONE DI COMPETENZE DI BASE PER L'ACCESSO AL MERCATO DEL LAVORO CON FUNZIONI AMMINISTRATIVO SEGRETARIALI","31.158,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Società Cooperativa CESRE scrl","Persone, Formazione iniziale per adulti","ATTO Terzo - Accompagnamento Tirocinio Tutoraggio Occupazione","53.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Società Cooperativa CESRE scrl","Persone, Formazione iniziale per adulti","CHANCE - Percorso di inserimento socio lavorativo nel settore litografi co per giovani ex tossicodipendenti in fase di recupero e giovani in situazione di svantaggio","19.200,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Società Cooperativa CESRE scrl","Persone, formazione permanente","PerLavoro - percorso di formazione sulle competenze di base e trasversali necessarie a inserirsi nel mondo del lavoro dedicato a giovani immigrati","5.966,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Società Cooperativa CESRE scrl","Persone, formazione permanente","ATTRAVERSO - Percorso di formazione sulle competenze di base e trasversali necessarie per inserirsi nel mondo del lavoro dedicato a giovani affetti da dipendenze patologiche","20.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Società Cooperativa CESRE scrl","Persone, tirocini nella transizione al lavoro","Sviluppo delle competenze per l'inserimento lavorativo di donne in situazione di disagio","7.830,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Società Cooperativa CESRE scrl","Servizi alle persone","Inclusione lavorativa soggetti disabili e svantaggiati: dalla responsabilità sociale delle imprese alla professionalità degli operatori del sociale","6.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ISCOM Ferrara","Persone, Formazione iniziale per adulti","Operatore del punto vendita","63.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ISCOM Ferrara","Persone, formazione per occupati","LO SVILUPPO DELLE COMPETENZE NELL'IMPRENDITORIA FEMMINILE NEL TERRITORIO FERRARESE","40.867,20","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ISCOM Ferrara","Persone, Formazione superiore","TECNICO CONTABILE CON SPECIALIZZAZIONE IN BUSTE PAGA","36.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ECIPAR S.C.R.L. Formazione e Servizi Innovativi per l'Artigianato P.M.I.","Persone, formazione per occupati","Ottimizzazione del rendimento energetico degli edifi ci","23.386,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ECIPAR S.C.R.L. Formazione e Servizi Innovativi per l'Artigianato P.M.I.","Persone, formazione per occupati","ETICA, SOSTENIBILITÀ E SICUREZZA NELLE PMI","14.515,20","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ECIPAR S.C.R.L. Formazione e Servizi Innovativi per l'Artigianato P.M.I.","Persone, formazione per occupati","Gestire i cambiamenti organizzativi nelle PMI","26.611,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ECIPAR S.C.R.L. Formazione e Servizi Innovativi per l'Artigianato P.M.I.","Persone, formazione per occupati","Innovazione e sviluppo tecnologico nelle PMI e nelle imprese artigiane (KAIZEN ovvero il ""miglioramento continuo"")","19.353,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ECIPAR S.C.R.L. Formazione e Servizi Innovativi per l'Artigianato P.M.I.","Persone, Formazione iniziale per adulti","OPERATRICE PER CENTRI BENESSERE. FORMAZIONE PER INSERIMENTO O REINSERIMENTO AL LAVORO NELLE ATTIVITÀ DI ESTETICA","50.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot - Ravenna - Centro sviluppo commercio turismo e terziario S.r.l.","Persone, formazione per occupati","Valorizzazione territoriale e miglioramento qualitativo del sistema commerciale e turistico ravennate","62.900,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot - Ravenna - Centro sviluppo commercio turismo e terziario S.r.l.","Persone, formazione per occupati","Lo sviluppo della cultura del risparmio energetico","4.736,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot - Ravenna - Centro sviluppo commercio turismo e terziario S.r.l.","Persone, formazione per occupati","Lo sviluppo della cultura della sicurezza aziendale","9.800,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot - Ravenna - Centro sviluppo commercio turismo e terziario S.r.l.","Persone, formazione per occupati","Sviluppo delle competenze a supporto dei lavoratori delle piccole e medie imprese","27.014,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Cescot - Ravenna - Centro sviluppo commercio turismo e terziario S.r.l.","Persone, formazione per occupati","Sviluppo delle competenze a supporto della competitività delle piccole e medie imprese","28.022,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ISCOM Formazione Rimini","Persone, Formazione iniziale per adulti","GAP 4: Gastronomia, Accoglienza, Professionalità. Valorizzare le competenze dei cittadini immigrati nel settore turistico alberghiero","62.500,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ISCOM Formazione Rimini","Persone, formazione per occupati","OFFICINA TERZIARIO: aggiornare e accrescere le competenze dei lavoratori delle P.M.I. della Provincia di Rimini","59.520,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ISCOM Formazione Rimini","Servizi alle persone","Attività di accompagnamento alle work experience per gli studenti dell'I.T.T. ""Marco Polo"" di Rimini","4.860,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ISCOM Formazione Rimini","Sistemi, servizi all'impiego, orientamento, consulenza e formazione del personale","Proroga fornitura di servizi per lo sviluppo del sistema informativo dei Servizi alla Persona e alla Comunità e Sviluppo sostenibile della Provincia di Rimini - Lotto 2","4.692,07","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Ente Scuola per la Formazione Professionale delle Maestranze Edili","Persone, Formazione iniziale per adulti","Operatori edili alle infrastrutture: conduttori di macchine per l'edilizia","36.533,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Ente Scuola per la Formazione Professionale delle Maestranze Edili","Persone, formazione per occupati","TECNICO EDILE ESPERTO IN SICUREZZA E QUALITÀ","31.850,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Ente Scuola per la Formazione Professionale delle Maestranze Edili","Persone, Formazione superiore","GESTIONE DI CANTIERI EDILI IN SICUREZZA","24.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Ente Scuola per la Formazione Professionale delle Maestranze Edili","Persone, formazione all'interno dell'obbligo formativo, percorsi integrati nell'istruzione","Percorsi di raccordo scuola-lavoro: Operatore Edile","16.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Ente Scuola per la Formazione Professionale delle Maestranze Edili","Persone, tirocini nella transizione al lavoro","Percorsi Integrati nell'istruzione - Tecnico Edile: raccordo Scuola-Lavoro","12.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Azienda pubblica di servizi alla persona","Persone, tirocini nella transizione al lavoro","Percorsi individuali di formazione al lavoro per giovani in situazione di handicap","103.492,09","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Azienda pubblica di servizi alla persona","Persone, tirocini nella transizione al lavoro","Percorsi individuali di formazione al lavoro per giovani in situazione di handicap (terza proposta)","3.220,98","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Azienda pubblica di servizi alla persona","Persone, tirocini nella transizione al lavoro","Percorsi individuali di formazione al lavoro per giovani in situazione di handicap - II proposta","2.250,46","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Fondazione ATER Formazione","Persone, formazione per occupati","PROGRAMMARE CULTURA NELLE SOCIETÀ MULTIETNICHE","23.877,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Fondazione ATER Formazione","Persone, formazione per occupati","FUNDRAISING per la cultura","24.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Fondazione ATER Formazione","Persone, Formazione superiore","L'INTERCULTURALISMO E L'ORGANIZZAZIONE DEGLI EVENTI DI SPETTACOLO","17.805,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Fondazione ATER Formazione","Persone, Formazione superiore","Comunicazione e marketing per il settore dello spettacolo e della cultura","17.750,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Fondazione ATER Formazione","Persone, formazione per la creazione d'impresa","FARE MUSICA, TRA ARTE I IMPRENDITORIA","18.870,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ENFAP RAVENNA","Persone, formazione per occupati","Sviluppo professionale e occupabilità","15.153,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ENFAP RAVENNA","Persone, formazione per occupati","Educazione alla visione e sicurezza visiva","19.320,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ENFAP RAVENNA","Persone, formazione per occupati","Sapori della tradizione romagnola","13.230,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ENFAP RAVENNA","Persone, formazione per occupati","Sviluppo delle competenze dei dipendenti stagionali del settore termale","27.048,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"ENFAP RAVENNA","Persone, tirocini nella transizione al lavoro","WORK EXPERIENCES: opportunità di inserimento lavorativo per giovani laureati","24.120,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"TALETE Soc. Coop. in liquidazione","Persone, formazione per occupati","Percorsi formativi per il reinserimento lavorativo","50.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"TALETE Soc. Coop. in liquidazione","Persone, Formazione iniziale per adulti","""Percorsi formativi per il reinserimento lavorativo nel settore tessile/abbigliamento","42.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Istituto Comprensivo n.10 di Bologna - CTP","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","SPRINT: azioni a supporto della Commissione CO.VAL. CRE. (Commissione per il riconoscimento e la valutazione di crediti) al fi ne di agevolare il rientro nel Sistema dell'Istruzione e della Fomrazione di lavoratori a bassa scolarità","50.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Istituto Comprensivo n.10 di Bologna - CTP","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Progetto provinciale a supporto di lavoratori occupati a bassa scolarità per agevolarne il rientro nel Sistema dell'Istruzione e della Formazione","40.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"COMUNE DI SASSUOLO - UFFICIO COMUNE","Persone, tirocini nella transizione al lavoro","Percorsi individuali di formazione al lavoro per giovani in situazione di handicap","86.114,99","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"COMUNE DI SASSUOLO - UFFICIO COMUNE","Persone, tirocini nella transizione al lavoro","Percorsi individuali di formazione al lavoro per giovani in situazione di handicap - II proposta","3.805,04","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Servizi Edili - C.S.E. Parma","Persone, Formazione superiore","Formazione al Tecnico di cantiere edile","46.350,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Servizi Edili - C.S.E. Parma","Persone, Formazione iniziale per adulti","Formazione per Operatore edile alle infrastrutture: conduzione macchina da cantiere","28.680,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Servizi Edili - C.S.E. Parma","Persone, formazione per occupati","Formazione al Risparmio Energetico","13.854,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"GRUPPO FIPES S.r.l.","Persone, Formazione superiore","EcoRete per l'Energia e l'Ambiente","70.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"GRUPPO FIPES S.r.l.","Persone, formazione per occupati","Sviluppo di competenze per il miglioramento dei servizi di cura e assistenza domiciliare in Coop. Soc. Abbracci","13.320,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"IPSIA ""Adelmo Lombardini""","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Passaggi tra indirizzi ed istituti e/o altri percorsi formativi: percorsi pre-professionalizzanti","40.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"IPSIA ""Adelmo Lombardini""","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","ATTIVITÀ DI ACCOMPAGNAMENTO DI GIOVANI ED ADOLESCENTI IN USCITA DAL SISTEMA SCOLASTICO VERSO IL LAVORO E/O LA FORMAZIONE","41.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"CARES Cooperativa analisi e rilevazioni economiche e sociali S.C.R.L.","Sistemi, sistema di governo, monitoraggio e valutazione","Rapporto annuale sul mercato del lavoro in Emilia Romagna e diffusione dei risultati - servizio lavoro","80.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Rupe Formazione","Persone, formazione per occupati","Sviluppo professionale per operatori sociali","39.912,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Rupe Formazione","Persone, formazione per occupati","PERCORSO FORMATIVO RIVOLTO AI CAPISETTORE","10.900,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Rupe Formazione","Servizi alle persone","INTERVENTI DI SOSTEGNO NELL'INCLUSIONE SOCIALE","27.215,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORUM Servizi","Persone, formazione per occupati","Riqualifi care il lavoro socio sanitario","76.859,49","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"MELIUS S.r.l.","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Servizio di erogazione di attività specialistiche di orientamento e accompagnamento al lavoro presso i Cip di Bologna","72.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Consorzio SIC","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Servizio per l'attuazione di percorsi integrati di transizione ed inserimento lavorativo a favore di persone in situazione di grave disagio sociale","72.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Montecatone Rehabilitation Institute S.p.A.","Persone, Formazione iniziale per adulti","Rientro: azioni integrate per l'inserimento sociale e lavorativo di persone con esiti da traumi","70.070,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Obiettivo Lavoro S.p.A.","Attività in regime di aiuti","Servizio di account presso i Servizi per l'Impiego della Provincia di Bologna","64.260,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"SCUOLA EDILE DI REGGIO EMILIA","Persone, formazione per occupati","SPES - Sicurezza e Professionalità: Edilizia per lo Sviluppo. Sinergie per il sostegno della competitività attraverso progetti condivisi di crescita professionale e d'impresa.","41.711,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"SCUOLA EDILE DI REGGIO EMILIA","Persone, formazione per occupati","Condurre in cantiere: professionalità e sicurezza nell'uso di gru e macchine da cantiere","20.966,40","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Istruzione Professionale Agricola - CIPA","Persone, Formazione superiore","L'energia verde: una opportunità per l'agricoltura","28.800,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Istruzione Professionale Agricola - CIPA","Persone, Formazione superiore","Azioni di miglioramento dei processi di produzione nell'azienda agroalimentare","28.800,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"DEMOCEN- TER-SIPE S.C.R.L.","Servizi alle persone","Valorizzazione delle competenze per la gestione degli Assets intangibili delle imprese","57.496,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Consorzio Piacenza Lavoro","Servizi alle persone","ATTIVITÀ CONNESSE AI SERVIZI PER IL LAVORO","51.998,40","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Spazi Mediani Società Cooperativa Sociale","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Informazione e mediazione culturale per utenti stranieri dei Centri per l'Impiego Provinciali","50.451,64","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
