Country/Countries,Level,Region,Parsed data file,Program,Initial,"Sub-program
information",Agency (that oversees funding),Explanatory Notes,Currency,Excel/PDF,Priority,"Data
available
for
2007","Data
available
ITALY,national,Puglia,,ERDF,AC,2008,,Link doesn't work,,Word,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://oc4jese2.pubblica.istruzione.it/fsstampaaut/autorizzazionePiani/ricercaStampa/switch.do,,,http://por.regione.puglia.it/download/doc/ELENCO_BENEFICIARI_FESR.doc,,,,"Presidenza della Giunta Regionale - Area di Coordinamento delle Politiche Comunitarie
Via Dalmazia, 70
I-70122 Bari
Responsabile Autorità di Gestione POR Puglia
Luca, Limongelli
Tel.: +39 (080) 5404995
Fax.: +39 (080) 5406168
E-mail.: l.limongelli@regione.puglia.it
Web: Europuglia",,call
ITALY,national,Puglia,,ERDF,AC,2007,,Same url as above; link doesn't work,,Word,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://oc4jese2.pubblica.istruzione.it/fsstampaaut/autorizzazionePiani/ricercaStampa/switch.do,,,,,,,,,call
ITALY,national,Puglia,,ESF,AC,2008,,No data in link,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.pubblica.istruzione.it/fondistrutturali/allegati/documenti/200713/progetti_autorizzati/fse_prot872_010807/puglia_fse_prot872.pdf, ,,,01/08/2007 (confirm),,,,http://por.regione.puglia.it/programma.php,call
ITALY,national,Puglia,,ESF,AC,2007,,No data in link,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.pubblica.istruzione.it/fondistrutturali/allegati/documenti/200713/progetti_autorizzati/fse_prot3105_110408/puglia_fse_prot3105_new.pdf, ,,,11-Apr-08,,,,,call
ITALY,national,Puglia,,ESF,AC,2009,,Same url as above; link doesn't work. Confirm whether this is relevant,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://oc4jese2.pubblica.istruzione.it/fsstampaaut/autorizzazionePiani/ricercaStampa/switch.do,http://www.pubblica.istruzione.it/fondistrutturali/allegati/elenco_puglia_autorizzazione.xls, ,,7-Nov-08,,,,,call
ITALY,national,Puglia,,ERDF,AC,2009,,Same url as above; link doesn't work,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://oc4jese2.pubblica.istruzione.it/fsstampaaut/autorizzazionePiani/ricercaStampa/switch.do, ,,,,,,,,call
ITALY,national,Puglia,,ESF,AC,2010,,Same url as above; link doesn't work,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://oc4jese2.pubblica.istruzione.it/fsstampaaut/autorizzazionePiani/ricercaStampa/switch.do,,,,,,,,,call
ITALY,national,Sardegna,it_sardegna_erdf.csv,ERDF,KL,,,,,PDF,Tier 1,,,,,1_84_20100319092610.pdf,,,,,,Nome dei beneficiari / Name of beneficiaries,,Nome dell’operazione / Name of the operation,,,,,,,,,,,,,,,Ammontare assegnato / Amounts committed,Totale importo pagato alla fine dell’operazione / Total amounts paid at the end of the operation,anno di assegnazione - anno di pagamento finale / Year of allocation - year of final payement,,,,,http://www.regione.sardegna.it/documenti/1_84_20100319092610.pdf
ITALY,national,Sardegna,it_sardegna_esf.csv,ESF,KL,,, ,,PDF,Tier 1,,,,,1_46_20090219152340.pdf,,,,,,Nome del beneficiario,,Denominazione operazione,,,,,,,,,,,Importo finanziamento pubblico (importo impegnato),,,,,Spese effettivamente sostenute,Anno di allocazione risorse,,,,,http://www.regione.sardegna.it/documenti/1_46_20090219152340.pdf,,,,,,,,http://www.regione.sardegna.it/j/v/11?s=1&v=9&c=5726&n=10&nodesc=1
ITALY,national,Toscana,it_tuscany_erdf01.csv,ERDF,KL,Linea d'intervento 1.1.c,,Sostegno alla realizzazione di progetti di ricerca e sviluppo sperimentale in materia di salute,,PDF,Tier 1,,,,,cea170afc5b83f34593fc5dc4762cba2_elencobeneficiari11c15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/cea170afc5b83f34593fc5dc4762cba2_elencobeneficiari11c15022010.pdf, ,,,n/a,,,Tel. 055/4385609 - annaluisa.freschi@toscana-notizie.it,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf02.csv,ERDF,KL,Linea d’intervento 1.3.a,,Aiuti alla ricerca e innovazione per le imprese dei settori manifatturieri,,PDF,Tier 1,,,,,bcf588c204e36bdad5a9c905353c5695_elencobeneficiari13a15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/bcf588c204e36bdad5a9c905353c5695_elencobeneficiari13a15022010.pdf, ,,,n/a,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf03.csv,ERDF,KL,Linea d'intervento 1.3.b,,Aiuti alle PMI manifatturiere per l’acquisizione di servizi qualificati,,PDF,Tier 1,,,,,8fabd83179a45260a3121eef159bdc68_elencobeneficiari13b15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/8fabd83179a45260a3121eef159bdc68_elencobeneficiari13b15022010.pdf, ,,,n/a,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf04.csv,ERDF,KL,Linea d'intervento 1.4.a1,,Fondo per partecipazioni al capitale di rischio delle imprese,,PDF,Tier 1,,,,,00e5d3442a34f3e8c0ed1efa63f29d0a_elencobeneficiari14a115022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/00e5d3442a34f3e8c0ed1efa63f29d0a_elencobeneficiari14a115022010.pdf, ,,,n/a,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf05.csv,ERDF,KL,Linea d'intervento 1.4.b1,,Fondi di garanzia,,PDF,Tier 1,,,,,1ee39335135d2ea3de6e77e5af362923_elencobeneficiari14b115022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Localizzazione del Progetto,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno di assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/1ee39335135d2ea3de6e77e5af362923_elencobeneficiari14b115022010.pdf, ,,,n/a,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf06.csv,ERDF,KL,Linea d'intervento 1.4.b2,,Interventi di sostegno alla patrimonializzazione e all’evoluzione organizzativa degli organismi di garanzia,,PDF,Tier 1,,,,,e5c49386eb7071e17554fb8fd4c8924a_elencobeneficiari14b215022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/e5c49386eb7071e17554fb8fd4c8924a_elencobeneficiari14b215022010.pdf, ,,,n/a,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf07.csv,ERDF,KL,Linea d'intervento 1.5.a,,"Sostegno a programmi integrati di investimento per ricerca industriale e innovazione diretti a favorire processi di aggregazione delle imprese, attraverso forme di alleanza strategica su specifici progetti, la creazione di reti e altre forme di cooperazione a livello nazionale
",,PDF,Tier 1,,,,,71f1720168f8e80522b4cca1a2f7a96b_elencobeneficiari15a15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/71f1720168f8e80522b4cca1a2f7a96b_elencobeneficiari15a15022010.pdf, ,,,n/a,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf08.csv,ERDF,KL,Linea d'intervento 1.5.b,,"Sostegno a programmi integrati di investimento per ricerca industriale e innovazione diretti a favorire processi di aggregazione delle imprese, attraverso forme di alleanza strategica su specifici progetti, la creazione di reti e altre forme di cooperazione a livello transnazionale ",,PDF,Tier 1,,,,,9fbfbd38f140bc2ece0f236234d790f7_elencobeneficiari15b15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/9fbfbd38f140bc2ece0f236234d790f7_elencobeneficiari15b15022010.pdf, ,,,n/a,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf09.csv,ERDF,KL,Linea d'intervento 1.6,,Aiuti alle imprese per RST nelle tecnologie chiave abilitanti e nei settori ad alta tecnologia ,,PDF,Tier 1,,,,,607db8711c7626a71c715337a927f3d3_elencobeneficiari1615022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/607db8711c7626a71c715337a927f3d3_elencobeneficiari1615022010.pdf, ,,,n/a,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf10.csv,ERDF,KL,Attività 2.1,,,,PDF,Tier 1,,,,,06d92949dc88d6566779deeb9e779f95_elencobeneficiari2115022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/06d92949dc88d6566779deeb9e779f95_elencobeneficiari2115022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf11.csv,ERDF,KL,Linea di Intervento 2.3a,,,,PDF,Tier 1,,,,,4db559cf8adc194c39b67698f17a69ae_elencobeneficiari23a15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/4db559cf8adc194c39b67698f17a69ae_elencobeneficiari23a15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf12.csv,ERDF,KL,Linea d’intervento 2.3.b,,,,PDF,Tier 1,,,,,1930b0c14a7e93fca65d781ea2a920c3_elencobeneficiari23b15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/1930b0c14a7e93fca65d781ea2a920c3_elencobeneficiari23b15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf13.csv,ERDF,KL,Attività 2.4,,,,PDF,Tier 1,,,,,800c55a82df24aa5c73ef8d3c43c53e1_elencobeneficiari2415022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/800c55a82df24aa5c73ef8d3c43c53e1_elencobeneficiari2415022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf14.csv,ERDF,KL,Linea d’intervento 2.5,,,,PDF,Tier 1,,,,,b35bef9a3078b26f19aa4eb3c5d2650f_elencobeneficiari2515022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/b35bef9a3078b26f19aa4eb3c5d2650f_elencobeneficiari2515022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf15.csv,ERDF,KL,Linea d’intervento 2.6,,,,PDF,Tier 1,,,,,deb249b65ee0481b31d8611a1b6113be_elencobeneficiari2615022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/deb249b65ee0481b31d8611a1b6113be_elencobeneficiari2615022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf16.csv,ERDF,KL,Linea d’intervento 4.1.a,,,,PDF,Tier 1,,,,,7b6721d66bd7d90bfe02bbb51b17cc58_elencobeneficiari41a15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/7b6721d66bd7d90bfe02bbb51b17cc58_elencobeneficiari41a15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf17.csv,ERDF,KL,Linea d’intervento 4.1.b,,,,PDF,Tier 1,,,,,ad2526731ff794a74b42b568929925fe_elencobeneficiari41b15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/ad2526731ff794a74b42b568929925fe_elencobeneficiari41b15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf18.csv,ERDF,KL,Attività 4.2,,,,PDF,Tier 1,,,,,f8822650b44d6822721c8fb30e999f63_elencobeneficiari4215022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/f8822650b44d6822721c8fb30e999f63_elencobeneficiari4215022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf19.csv,ERDF,KL,Linea d’intervento 4.3.a,,,,PDF,Tier 1,,,,,126fb28b0dcc3e16e52053182a6fbc0c_elencobeneficiari43a15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/126fb28b0dcc3e16e52053182a6fbc0c_elencobeneficiari43a15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf20.csv,ERDF,KL,Linea d’intervento 4.3.b,,,,PDF,Tier 1,,,,,d2abb87a649925d7fab3e51c835aead6_elencobeneficiari43b15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/d2abb87a649925d7fab3e51c835aead6_elencobeneficiari43b15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf21.csv,ERDF,KL,Linea di Intervento 4.4.a,,,,PDF,Tier 1,,,,,c10b53f2dbffa9e61d30435e190238cc_elencobeneficiari44a15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/c10b53f2dbffa9e61d30435e190238cc_elencobeneficiari44a15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf22.csv,ERDF,KL,Linea d’intervento 4.4.b,,,,PDF,Tier 1,,,,,64e5a9b319d4147b1a1085e695a356f4_elencobeneficiari44b15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/64e5a9b319d4147b1a1085e695a356f4_elencobeneficiari44b15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf23.csv,ERDF,KL,Linea d’intervento 4.5.a,,,,PDF,Tier 1,,,,,c070b599ed8416ed76c4caa27d7eddde_elencobeneficiari45a15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/c070b599ed8416ed76c4caa27d7eddde_elencobeneficiari45a15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf24.csv,ERDF,KL,Linea d’intervento 5.4.a,,,,PDF,Tier 1,,,,,4a53f1cafdca45cccde5afd1083e5dbc_elencobeneficiari54a15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/4a53f1cafdca45cccde5afd1083e5dbc_elencobeneficiari54a15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf25.csv,ERDF,KL,Linea di Intervento 5.4.b,,,,PDF,Tier 1,,,,,559ab23bf03ef5b9fe87927d181d1813_elencobeneficiari54b15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/559ab23bf03ef5b9fe87927d181d1813_elencobeneficiari54b15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf26.csv,ERDF,KL,Linea di Intervento 5.4.c,,,,PDF,Tier 1,,,,,77e108348ea87a5ef6f50923db16fa44_elencobeneficiari54c15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/77e108348ea87a5ef6f50923db16fa44_elencobeneficiari54c15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf27.csv,ERDF,KL,Linea d’intervento 5.5.a,,,,PDF,Tier 1,,,,,5008063b47a2d744131e145d07207713_elencobeneficiari55a15022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/5008063b47a2d744131e145d07207713_elencobeneficiari55a15022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf28.csv,ERDF,KL,Attività 6.1,,,,PDF,Tier 1,,,,,91756043337f1e6232e6dc31b20525ea_elencobeneficiari6115022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/91756043337f1e6232e6dc31b20525ea_elencobeneficiari6115022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf29.csv,ERDF,KL,Attività 6.2,,,,PDF,Tier 1,,,,,04d0422f173a18625d3088ac3e9e0041_elencobeneficiari6215022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/04d0422f173a18625d3088ac3e9e0041_elencobeneficiari6215022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf30.csv,ERDF,KL,Attività 6.4,,,,PDF,Tier 1,,,,,c75c73b14aed28b4175ad07bbcce6eb0_elencobeneficiari6415022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/c75c73b14aed28b4175ad07bbcce6eb0_elencobeneficiari6415022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf31.csv,ERDF,KL,Attività 6.5,,,,PDF,Tier 1,,,,,71522e4b373e35919a274740b9b93d9f_elencobeneficiari6515022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/71522e4b373e35919a274740b9b93d9f_elencobeneficiari6515022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf32.csv,ERDF,KL,Attività 6.6,,,,PDF,Tier 1,,,,,4082372c91c98ac349d95e4ea19c07f2_elencobeneficiari6615022010.pdf,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,Anno assegnazione del contributo pubbico,,,,,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/4082372c91c98ac349d95e4ea19c07f2_elencobeneficiari6615022010.pdf,,,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_toscana_esf.csv,ESF ,,,, ,,PDF,Tier 1,yes,yes,,,ListaProgetti.pdf,,fund_type,,,,ente_gestore,,titolo,,,,asse,,,,costo,,,,,,,,,anno,,,,,http://www.rete.toscana.it/sett/orient/fp/ListaProgetti.pdf, ,,,n/a,,,,http://www.rete.toscana.it/sett/orient/fp/fse.htm
ITALY,national,Umbria,it_umbria_01_ass1_pacc_int_agevol.csv,ERDF,RM,Asse I: Innovazione ed economia della conoscenza Attività: Pacchetto integrato di agevolazioni per le impr,,"Asse I: Innovazione ed economia della conoscenza
Attività: Pacchetto integrato di agevolazioni per le imprese",,PDF,Tier 1,,,,,01_Ass1_Pacc_Int_Agevol.pdf,,,,,,Nome del Beneficiario,,Nome dell’operazione,,,,,,,,,,,,,,,Importo impegnato,Importi totali pagati alla fine del progetto,,,,,,http://www.regione.umbria.it/docup/html/download/fesr/beneficiari/01_Ass1_Pacc_Int_Agevol.pdf, ,,,1-Jan-09,,,,http://www.regione.umbria.it/canale.asp?id=2049
ITALY,national,Umbria,it_umbria_02_ass1_attiv_a1.csv,ERDF,RM,"Asse I: Innovazione ed economia della conoscenza
Attività: Sostegno alla ricerca industriale e allo sviluppo sperimentale per il sistema produttivo",,"Asse I: Innovazione ed economia della conoscenza
Attività A1: Sostegno alla ricerca industriale e allo sviluppo sperimentale
per il sistema produttivo",,PDF,Tier 1,,,,,02_Ass1_Attiv_A1.pdf,,,,,,Nome del Beneficiario,,Nome dell’operazione,,,,,,,,,,,,,,,Importo impegnato,Importi totali pagati alla fine del progetto,,,,,,http://www.regione.umbria.it/docup/html/download/fesr/beneficiari/02_Ass1_Attiv_A1.pdf, ,,,n/a,,,,http://www.regione.umbria.it/canale.asp?id=2049
ITALY,national,Umbria,it_umbria_assei_attiv_a4_lugl09.csv,ERDF,RM,Asse I:	Innovazione ed economia della conoscenza Attività a4:	Sostegno alle imprese in materia di eco-innovazione,,"Asse I: Innovazione ed economia della conoscenza
Attività A4: Sostegno alle imprese in materia di eco-innovazione",,PDF,Tier 1,,,,,AsseI_attiv_a4_lugl09.pdf,,,,,,Nome del Beneficiario,,Nome dell’operazione,,,,,,,,,,,,,,,Importo impegnato,Importi totali pagati alla fine del progetto,,,,,,http://www.regione.umbria.it/docup/html/download/fesr/beneficiari/AsseI_attiv_a4_lugl09.pdf, ,,,1-Jul-09,,,,http://www.regione.umbria.it/canale.asp?id=2049
ITALY,national,Umbria,it_umbria_beneficiari_1_sem.csv,ERDF,RM,,," Asse I: Innovazione ed economia della conoscenza
Attività B2: Infrastrutture e servizi della Società dell’Informazione (SI)
 
 
",,PDF,Tier 1,,,,,Beneficiari_1_sem.pdf,,,,,,Nome del Beneficiario,,Nome dell’operazione,,,,,,,,,,,,,,,Importo impegnato,Importi totali pagati alla fine del progetto,,,,,,http://www.regione.umbria.it/docup/html/download/fesr/beneficiari/Beneficiari_1_sem.pdf, ,,,1-Jul-09,,,"Regione Umbria – Giunta regionale
Area della Programmazione regionale
Via M. Angeloni, 61
I-06124 Perugia
Dirigente
Lucio, Caporizzi
Tel.: + 39 075 504 56 96
Fax.: + 39 075 504 56 95
E-mail.: programmazione@regione.umbria.it",http://www.regione.umbria.it/canale.asp?id=2049,call
