Country,Level,Region,Parsed data file,Program,Initial,Operational Program,OP Name,Co-financing Rate,"Sub-program
information",Explanatory Notes,"Percent
Funded
by EU
Funds (minimum)","Percent
Funded
ITALY,national,Liguria,it_liguria_asse1_azione123_erdf.csv,ERDF,RM,"Operational Programme 'Liguria'
",,,P.O. Regione Liguria Ob. C.R.O. Fondo Europeo di Sviluppo Regionale 2007- 2013,,,,"yes, FP",EUR,,,,PDF,Tier 1,,,,,,,,,,BENEFICIARIO,,DENOMINAZIONE INTERVENTO,PROV. DI REALIZZAZIONE INTERVENTO,TIPOLOGIA DI AIUTO,,,,,,,,QUOTA FESR DEL CONTRIBUTO,QUOTA NAZIONALE DEL CONTRIBUTO,,,,CONTRIBUTO CONCESSO,,,,QUOTA DI CONTRIBUTO LIQUIDATA,,DATA CONCESSIONE CONTRIBUTO,,,,,asse1_azione_123,http://www.regione.liguria.it/argomenti/affari-e-fondi-europei/por-fesr-2007-2013/elenco-beneficiari.html,http://www.regione.liguria.it/MenuSezione.asp?page=europa/3_bandi/por/beneficiari_Por_Fesr_07_13.xls, http://webcache.googleusercontent.com/search?q=cache:y94EP9Qw8iYJ:www.regione.liguria.it/europa/3_bandi/por/beneficiari_Por_Fesr_07_13.xls+beneficiari_Por_Fesr_07_13.xls&cd=1&hl=en&ct=clnk&gl=uk,,,Tel: +39 0165 273111 - need to call both EFRE and ESF,http://www.regione.liguria.it/MenuSezione.asp?Parametri=2_8_32_2477_$2_8_32_2477_$Fondi_europei$2_8_32_2477_-1$comunicazione.htm$,http://ec.europa.eu/regional_policy/country/commu/beneficiaries/italia/index_en.htm
ITALY,national,Liguria,it_liguria_asse1_azione_13_erdf.csv,ERDF,,Operational Programme 'Liguria',"Por Liguria FESR, All Priorities",31.71%,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,BENEFICIARIO,,DENOMINAZIONE INTERVENTO,PROV. DI REALIZZAZIONE INTERVENTI,,,,,,,,,QUOTA FESR DEL CONTRIBUTO,QUOTA NAZIONALE DI CONTRIBUTO,,,,CONTRIBUTO TOTALE CONCESSO,,,,QUOTA DI CONTRIBUTO LIQUIDATA ,ANNO ASSEGNAZIONE CONTRIBUTO,,,,,,asse1_azione_13.pdf,http://www.regione.liguria.it/argomenti/affari-e-fondi-europei/por-fesr-2007-2013/elenco-beneficiari.html
ITALY,national,Liguria,it_liguria_asse1_azione_125_erdf.csv,ERDF,,Operational Programme 'Liguria',"Por Liguria FESR, All Priorities",31.71%,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,BENEFICIARIO,,DENOMINAZIONE INTERVENTO,PROV. DI REALIZZAZIONE INTERVENTO,,,,,,,,,QUOTA FESR DEL CONTRIBUTO,QUOTA NAZIONALE DI CONTRIBUTO,,,,CONTRIBUTO TOTALE CONCESSO,,,,QUOTA DI CONTRIBUTO LIQUIDATA ,,DATA CONCESSIONE CONTRIBUTO,,,,,asse1_azione_125,http://www.regione.liguria.it/argomenti/affari-e-fondi-europei/por-fesr-2007-2013/elenco-beneficiari.html
ITALY,national,Liguria,it_liguria_asse2_azione_21_erdf.csv,ERDF,,Operational Programme 'Liguria',"Por Liguria FESR, All Priorities",31.71%,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,BENEFICIARIO,,DENOMINAZIONE INTERVENTO,,,,,,,,,,QUOTA FESR DEL CONTRIBUTO,QUOTA NAZIONALE DI CONTRIBUTO,,,,CONTRIBUTO TOTALE CONCESSO,,,,QUOTA DI CONTRIBUTO LIQUIDATA,ANNO ASSEGNAZIONE CONTRIBUTO,,,,,,asse2_azione_21,http://www.regione.liguria.it/argomenti/affari-e-fondi-europei/por-fesr-2007-2013/elenco-beneficiari.html
ITALY,national,Liguria,it_liguria_asse2_azione_22_erdf.csv,ERDF,,Operational Programme 'Liguria',"Por Liguria FESR, All Priorities",31.71%,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,BENEFICIARIO,,DENOMINAZIONE INTERVENTO,PROV. DI REALIZZAZIONE INTERVENTO,,,,,,,,,QUOTA FESR DEL CONTRIBUTO,QUOTA NAZIONALE DEL CONTRIBUTO,,,,CONTRIBUTO CONCESSO,,,,QUOTA DI CONTRIBUTO LIQUIDATA,,DATA CONCESSIONE CONTRIBUTO,,,,,asse2_azione_22,http://www.regione.liguria.it/argomenti/affari-e-fondi-europei/por-fesr-2007-2013/elenco-beneficiari.html
ITALY,national,Liguria,it_liguria_asse3_erdf.csv,ERDF,,Operational Programme 'Liguria',"Por Liguria FESR, All Priorities",31.71%,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,BENEFICIARIO,,DENOMINAZIONE INTERVENTO,PROV. DI REALIZZAZIONE INTERVENTI,,,,,,,,,QUOTA FESR,QUOTA NAZIONALE DI CONTRIBUTO,,,,CONTRIBUTO TOTALE ASSEGNATO,,,,QUOTA DI CONTRIBUTO LIQUIDATA,ANNO ASSEGNAZIONE CONTRIBUTO,,,,,,asse3,http://www.regione.liguria.it/argomenti/affari-e-fondi-europei/por-fesr-2007-2013/elenco-beneficiari.html
ITALY,national,Liguria,it_liguria_asse4_erdf.csv,ERDF,,Operational Programme 'Liguria',"Por Liguria FESR, All Priorities",31.71%,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,SOGGETTO ATTUATORE BENEFICIARIO DEL CONTRIBUTO,,DENOMINAZIONE  INTERVENTO,,,,,,,,,,QUOTA FESR,QUOTA NAZIONALE,,,,CONTRIBUTO TOTALE ASSEGNATO,,,,QUOTA DI CONTRIBUTO LIQUIDATA,ANNO ASSEGNAZIONE CONTRIBUTO,,,,,,asse4_azione_41,http://www.regione.liguria.it/argomenti/affari-e-fondi-europei/por-fesr-2007-2013/elenco-beneficiari.html
ITALY,national,Liguria,it_liguria_asse5_erdf.csv,ERDF,,Operational Programme 'Liguria',"Por Liguria FESR, All Priorities",31.71%,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,BENEFICIARIO,,DENOMINAZIONE INTERVENTO,,,,,,,,,,QUOTA FESR DELL'IMPORTO FINANZIATO,QUOTA NAZIONALE DELL'IMPORTO FINANZIATO,,,,INMPORTO TOTALE FINANZIATO,,,,QUOTA LIQUIDATA DELL'IMPORTO FINANZIATO,ANNO ASSEGNAZIONE,,,,,,asse5_assistenza,http://www.regione.liguria.it/argomenti/affari-e-fondi-europei/por-fesr-2007-2013/elenco-beneficiari.html
ITALY,national,Liguria,it_liguria_esf.csv,ESF,RM,ESF Regional Operational Programme Liguria,"Por Liguria FSE, All Priorities",37.37%,,,,,"yes, FP",EUR,12/31/2009,,,PDF,Tier 1,yes,yes,no,no,,,,,,ragione_sociale_beneficiario,,titolo_operazione,,,,,,,,,,,,,,,impegnato,,,,pagato,anno_allocazione,,,,,,ListaBenCRO2009.pdf,http://www.regione.liguria.it/archivi/archivio-allegati/cat_view/39-affari-e-fondi-europei/615-fondo-sociale-europeo-fse/616-obiettivo-competitivita-regionale-e-occupazione-programmazione-2007-2013/635-informazione-e-comunicazione/746-elenco-beneficiari.html?limit=30&limitstart=0&order=name&dir=DESC,,,,,,http://www.regione.liguria.it/MenuSezione.asp?Parametri=10_20_35_190$10_20_35_1905_4970_$Fondo_sociale_europeo_%28FSE%29$10_20_35_1905_-1$infocom%202007-2013.htm$
ITALY,national,Lombardia,it_lombardia_erdf.csv,ERDF,KL,Operational Programme 'Lombardia',"Por Lombardia FESR, All Priorities",39.64%,,This appears to be a summary sheet…,,,"yes, FP",,12/25/2010,,,PDF,Tier 1,,,,,,,,,,BENEFICIARIO,,TITOLO PROGETTO,,,,,ASSE,,,,,,,,,,AMMONTARE ASSEGNATO,,,,TOTALE IMPORTO PAGATO ALLA FINE DELL OPERAZIONE,ANNO DI ASSEGNAZIONE ANNO DI PAGAMENTO FINALE,,,,,,LISTA BENEFICIARI AL 25_12_09.pdf,http://www.regione.lombardia.it/shared/ccurl/924/68/LISTA%20BENEFICIARI%20AL%2025_12_09.pdf,,,,,,"http://www.regione.lombardia.it/wps/portal/_s.155/606/.cmd/ad/.ar/sa.link/.c/502/.ce/628/.p/408?PC_408_linkQuery=pagename=PortaleLombardia/GenDoc/PL_GenDoc_light_procom,c=GenDoc,cid=1233059758705#628"
ITALY,national,Lombardia,it_lombardia_esf.csv,ESF,RM,ESF Regional Operational Programme Lombardy,"Por Lombardia FSE, All Priorities",42.36%,,,,,"yes, FP",EUR,n/a,,,PDF,Tier 1,no,no,yes,no,,,,,,beneficiario,,titolo_azione,,,,,,,,,,,,,,,quota_per_singola_azione,,,,,,,,,,,Elenco Beneficiari 2009.pdf,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf,,,,,,http://www.regione.lombardia.it/cs/Satellite?c=Page&childpagename=ProgrammazioneComunitaria%2FPROCOMLayout&cid=1213331157032&p=1213331157032&pagename=PROCOMWrapper
ITALY,national,Lombardia,it_lombardia_esf2.csv,ESF,KL,ESF Regional Operational Programme Lombardy,"Por Lombardia FSE, All Priorities",42.36%,,,,,"yes, FP",,n/a,,,PDF,Tier 1,,yes,,,,,,,,RAGIONE SOCIALE  ,,TITOLO AZIONE ,,,,,,,,,,,,,,,Quota pubblica assegnata (euro) ,,,,,,,,,,,ELENCO BENEFICIARI 2008.pdf,http://www.regione.lombardia.it/shared/ccurl/633/922/ELENCO%20BENEFICIARI%202008.pdf,,,,,,http://www.regione.lombardia.it/cs/Satellite?c=Page&childpagename=ProgrammazioneComunitaria%2FPROCOMLayout&cid=1213331157032&p=1213331157032&pagename=PROCOMWrapper
ITALY,national,Marche,it_marche_erdf.csv,ERDF,RM,Operational Programme 'Marche',"Por Marche FESR, All Priorities",39.09%,,"""POR FESR CRO MARCHE 2007-2013 - elenco beneficiari, vari interventi"" - this is the whole list for EFRE; Including ""Hugo Boss""; Note EXcel spreadsheet provided by Marche Press office has less detail",,,"yes, FP",,1/25/2010,,,Excel,Tier 1,,,yes,yes,,,,,,beneficiaries,,,,,,priority axes,,,,,,EU,,,,,total co-financing,,,,,ALLOCATION YEAR / YEAR OF FINAL PAYMENT,,,,,,Elenco_beneficiari_22012010,http://www.europa.marche.it/Portals/0/Documenti/Elenco_beneficiari_22012010.pdf,Attached to email to Rob,,,,"CALL AUTORITA' DI GESTIONE FESR
REGIONE MARCHE
P.F. Politiche Comunitarie
Palazzo Li Madou (Ex Mediocredito)
Via Gentile da Fabriano, 2/4
60125 Ancona

tel: 071 806 4357
fax: 071 806 4435
email: funzione.politichecomunitarie@regione.marche.it                  Lucio Pesetti
60125 ANCONA
Tel. 0039.071.806.44.12 - fax 0039.071.806.44.35",http://www.europa.marche.it/Home/Por20072013/Listedeibeneficiari/tabid/141/Default.aspx
ITALY,national,Marche,it_marche_esf.csv,ESF,RM,ESF Regional Operational Programme The Marches,"Por Marche FSE, All Priorities",39.62%,,,,,"yes, FP",EUR,12/31/2009,,,PDF,Tier 1,yes,yes,yes,no,,,,,,nome_beneficiari,,denominazione_operazione,,tipo_operazione,,,,,,,,,,,,,importo_impegnato,,,,importo_pagato,anno,,,,,,Lista_beneficiari_31_12_2009.pdf,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ITALY,national,Molise,it_molise_erdf.csv,ERDF,RM,Operational Programme 'Molise',"POR Molise FESR Versione 2 - gennaio 2010, All Priorities",36.76%,,,,,"yes, FP",,12/9/2010,,,PDF,Tier 1,,,,,,,,Attività,,Beneficiario,,Nome dell'operazione,,Descrizione dell'operazione,,,,,,,,Quota FESR,Quota nazionale,,,,Importo totale,,,,Final Importo totale,,,Anno di allocazione,Anno di conclusione,,,Elenco Beneficiari aggiornato a Dicembre 2009.pdf,http://europa.molisedati.it/web/ue.nsf/0/109F0EB789ECD370C1257404006458AF/$file/Elenco%20Beneficiari%20aggiornato%20a%20Dicembre%202009.pdf,,,,,,http://europa.molisedati.it/web/ue.nsf/0/109F0EB789ECD370C1257404006458AF/$file/Elenco%20Beneficiari%20aggiornato%20a%20Dicembre%202009.pdf
ITALY,national,Molise,,ESF,AC,,,,,No data in document,,,,,NO data,,,Word,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://europa.molisedati.it/web/ue.nsf/0/109F0EB789ECD370C1257404006458AF/$file/Scheda%20Tipo%20-%20Beneficiari.doc,,"Region of Molise
General Directorate I of the Programming
Corso Bucci, 54/A
I-86100 Campobasso
Director
Antonio, Di Ludovico
Tel.: + 39 (0874) 424 700
Fax.: + 39 (0874) 424 747
E-mail.: AdGfesr@mail.regione.molise.it
",,Call
ITALY,national,Piemonte,it_piedmont_erdf.csv,ERDF,,Operational Programme 'Piemonte',"PO Regione Piemonte FESR - versione 2, All Priorities",39.57%,,,,,"yes, FP",,2/15/2010,,,Excel,Tier 1,yes,yes,yes,yes,,,SEDE INTERVENTO,ASSE ATTIVITA,,BENEFICIARIO,,,SEDE INTERVENTO,,,OGGETTO AGEVOLAZIONE,ASSE ATTIVITA,,,,,,,,,, AGEVOLAZIONE CONCESSA ,,,,IMPORTO EFFET. PAGATO,ANNO ASSEGNAZIONE,,,,,,elenco1.xls,,http://www.regione.piemonte.it/europa/dwd/elenco1.xls,,,,,http://www.regione.piemonte.it/europa/beneficiari_fesr.htm
ITALY,national,Piemonte,it_piedmont_esf.csv,ESF,,ESF Regional Operational Programme Piedmont,"FSE - proposta di Programma Operativo Regione Piemonte, All Priorities",39.42%,,,,,"yes, FP",,3/5/2010,,,Excel,Tier 1,,,,,,,PROVINCIA,,,NOME BENEFICIARIO,,,,,,DENOMINAZIONE OPERAZIONE,,,,,,,,,,,AMMONTARE ASSEGNATO,,,,TOTALE PAGATO ALLA FINE OPERAZIONE,ANNO ALLOCAZIONE,,,,,,beneficiarifse.xls,,http://www.regione.piemonte.it/europa/dwd/beneficiarifse.xls
ITALY,national,Basilicata,it_basilicata_esf.csv,ESF ,KL,ESF Regional Operational Programme 2007-2013 Basilicata,,,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,BENEFICIARIO,,,,AVVISO,,,ASSE,,,,,,,,,,IMP FINANZIAMENTO PUBBLICO,,,,IMPORTO PAGATO,ANNO FINANZIAMENTO,,,,,,default.cfm,http://www.regione.basilicata.it/dipformazione/default.cfm?fuseaction=linkdoc&doc=2688&link=2868
ITALY,national,Sicilia,it_sicilia_esf.csv,ESF,RM,ESF Regional Operational Programme 2007-2013 Sicily,"Programma Operativo Regionale Sicilia per il Fondo Sociale Europeo 2007-2013, All Priorities",50.00%,,"Por obiettivo ""Convergenza"" (Conv)",,,"yes, FP",,12/31/2009,,,,Tier 1,,,,,,,,asse,,denominazione,,titolo,,,,,,,,,,,,,,,totale_impegni_beneficiario,,,,totale_pagamenti,,,,,,,BeneficiariFSE_agg20091231.pdf,http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf
ITALY,national,,it_sicily_erdf.csv,ERDF,KL,Operational Programme 'Sicily',"Por Sicilia FESR, All Priorities",50.00%,,"Check ""Costo del Progetto (Quota a valere sul P.O.)"" field",,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,Nome Beneficiario,,Denominazione dell'operazione,,,,Asse,,,,,,Quota FESR,,,,,Costo Totale,,,,,Anno del Finanziam ento,,,,,,Elenco Beneficiari al 31.12.2009.pdf,http://www.euroinfosicilia.it/Portals/0/elenco_beneficiari/Elenco%20Beneficiari%20al%2031.12.2009.pdf
ITALY,national,Provincia Autonoma Bolzano/Bozen,it_provincia_autonoma_bolzano_bozen_erdf.csv,ERDF,KL,Operational Programme 'Autonomous Province of Bolzano',"Obiettivo Competitività regionale ed occupazione FESR - Provincia Autonoma di Bolzano - Alto Adige, All Priorities",34.73%,,PDF,,,"yes, FP",,1/1/2010,,,PDF,Tier 1,,,,,,,,,,NOME DEL BENEFICIARIO,,DESCRIZIONE DEL PROGETTO,,importo effettivamente pagato a chiusura del progetto,,Asse e linea di intervento,,,,,,,,,,,contributo pubblico concesso,,,,,Anno di approvazione,,,,,,lista_beneficiari_12.01.2010.pdf,http://www.provincia.bz.it/europa/download/lista_beneficiari_12.01.2010.pdf,,,,,,http://www.provincia.bz.it/europa/it/sviluppo-finanziamenti/info-pubblicita.asp#anc643
ITALY,national,Provincia Autonoma Bolzano/Bozen,it_provincia_autonoma_bolzano_bozen_esf1.csv,ESF,RM,ESF Regional Operational Programme Autonomous Province of Bolzano,"Por P.A. Bolzano FSE, All Priorities",37.91%,,,,,"yes, FP",EUR,,,,PDF,Tier 1,,,,,,,,asse,,beneficiario,,operazione,,,,,,,,,,,,,,,totale_importo_pubblico_approvato,,,,,anno,,,,,,Elenco_beneficiari_FSE_20091806.pdf,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
ITALY,national,Provincia Autonoma Bolzano/Bozen,it_provincia_autonoma_bolzano_bozen_esf2.csv,ESF,KL,ESF Regional Operational Programme Autonomous Province of Bolzano,"Por P.A. Bolzano FSE, All Priorities",37.91%,,2007 list,,,"yes, FP",,6/18/2009,none,,PDF,Tier 1,yes,,,,,,,,,Beneficiario,,Operazione - Vorhaben ,,,,,,,,,,,,,,,Impegni,,,,Trasferimenti,Anno,,,,,,Elenco_beneficiari_FSE_Bolzano__2007.pdf,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_Bolzano__2007.pdf,,,,," Manuela Mohr Mück
Bereich Finanz-Datenverwaltung ESF 39.0.1.4 Area gestione finanziaria e dati FSE
Tel +39 0471 41 31 34",http://www.provinz.bz.it/europa/esf/
ITALY,national,Provincia Autonoma Trento,it_provincia_autonoma_trento_erdf.csv,ERDF,KL,Operational Programme 'Autonomous Province of Trento',"Por P.A. Trento FESR, All Priorities",30.00%,,ELENCO BENEFICIARI PROGRAMMA OPERATIVO FESR 2007-2013,,,"yes, FP",,,,,Excel,Tier 1,,,,,,,,,,Beneficiario,,Denominazione intervento,,,,,Asse,,,,,,,,,,Importo impegnato,,,,Importo pagato,Anno,,,,,,FESR_Elenco_beneficiari_AGGIORN_dic09.1262596304.xls,http://www.puntoeuropa.provincia.tn.it/binary/pat_puntoeuropa/programma_2007_2013/FESR_Elenco_beneficiari_AGGIORN_dic09.1262596304.xls,,,,,,http://www.puntoeuropa.provincia.tn.it/programmazione_2007_2013/FESR_Fondo_Europeo_Sviluppo_Regionale/programma_FESR_2007_2013/-BENEFICIARI_PO/
ITALY,national,Provincia Autonoma Trento,it_provincia_autonoma_trento_esf.csv,ESF,KL,ESF Regional Operational Programme Autonomous Province of Trento,"Por P.A. Trento FSE, All Priorities",28.00%,,,,,"yes, FP",,12/31/2008,,,HTML,Tier 1,,,,,,,,,,Beneficiario,,Operazione,,,,,Asse,,,,,,,,,,Importo impegnato,,,,Importo pagato,Anno,,,,,,Il Fondo Sociale Europeo in Trentino,http://www.fse.provincia.tn.it/Trento_nuova_grafica/Listabeneficiari/index.php
ITALY,national,Puglia,it_puglia_erdf.csv,ERDF,RM,"Operational Programme 'Puglia', Operational Programme 'Renewable Energy and Energy Efficiency'
",,,,,,,"yes, FP",EUR,,,,PDF,Tier 1,,,,,,,,asse,,nominativo_del_beneficiario,,denominazione_dell_operazione,,,,,,,,,,,,,,,importo_finanziamento_pubblico_dell_operazione,,,,,,,,,,,ElencoBeneficiariFESR_Regione_Puglia.pdf,http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf,,,,,,http://ec.europa.eu/regional_policy/country/commu/beneficiaries/italia/index_en.htm#
ITALY,national,Puglia,it_puglia_esf.csv,ESF,RM,ESF Regional Operational Programme Apulia,"Por Puglia FSE, All Priorities",50.00%,,,,,"yes, FP",EUR,24-02-2010 ,,,PDF,Tier 1,,,,,,,,asse,,nominativo_beneficiario,,denominazione_dell_operazione,,,,,,,,,,,,,,,importo_finanziamento_pubblico_dell_operazione,,,,,,,,,,,page=documenti__id=122__fs_id=347__opz=downfile.pdf,http://formazione.regione.puglia.it/index.php?page=documenti&id=122&fs_id=347&opz=downfile
ITALY,national,Sardegna,it_sardegna_erdf.csv,ERDF,KL,Operational Programme 'Sardinia',"Por Sardegna ST FESR, All Priorities",40.00%,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,Nome dei beneficiari / Name of beneficiaries,,Nome dell’operazione / Name of the operation,,,,,,,,,,,,,,,Ammontare assegnato / Amounts committed,,,,Totale importo pagato alla fine dell’operazione / Total amounts paid at the end of the operation,anno di assegnazione - anno di pagamento finale / Year of allocation - year of final payement,,,,,,it_sardegna_erdf,http://www.regione.sardegna.it/documenti/1_84_20100319092610.pdf
ITALY,national,Sardegna,it_sardegna_esf.csv,ESF,KL,ESF Regional Operational Programme Sardinia,"Por Sardegna ST FSE, All Priorities",40.00%,,,,,"yes, FP",,,,,PDF,Tier 1,,,,,,,,,,Nome del beneficiario,,Denominazione operazione,,,,,,,,,,,,,,,Importo finanziamento pubblico (importo impegnato),,,,Spese effettivamente sostenute,Anno di allocazione risorse,,,,,,it_sardegna_esf,http://www.regione.sardegna.it/documenti/1_46_20090219152340.pdf,,,,,,http://www.regione.sardegna.it/j/v/11?s=1&v=9&c=5726&n=10&nodesc=1
ITALY,national,Toscana,it_tuscany_erdf01.csv,ERDF,KL,Operational Programme 'Tuscany',"Por Toscana FESR (vers.3), All Priorities",28.69%,Linea d'intervento 1.1.c,Sostegno alla realizzazione di progetti di ricerca e sviluppo sperimentale in materia di salute,,,"yes, FP",,n/a,,,PDF,Tier 1,,,,,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,,,,Anno di assegnazione del contributo pubbico,,,,,,it_tuscany_erdf01,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/cea170afc5b83f34593fc5dc4762cba2_elencobeneficiari11c15022010.pdf,,,,,Tel. 055/4385609 - annaluisa.freschi@toscana-notizie.it,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf02.csv,ERDF,KL,Operational Programme 'Tuscany',"Por Toscana FESR (vers.3), All Priorities",28.69%,Linea d’intervento 1.3.a,Aiuti alla ricerca e innovazione per le imprese dei settori manifatturieri,,,"yes, FP",,n/a,,,PDF,Tier 1,,,,,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,,,,Anno di assegnazione del contributo pubbico,,,,,,it_tuscany_erdf02,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/bcf588c204e36bdad5a9c905353c5695_elencobeneficiari13a15022010.pdf,,,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf03.csv,ERDF,KL,Operational Programme 'Tuscany',"Por Toscana FESR (vers.3), All Priorities",28.69%,Linea d'intervento 1.3.b,Aiuti alle PMI manifatturiere per l’acquisizione di servizi qualificati,,,"yes, FP",,n/a,,,PDF,Tier 1,,,,,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,,,,Anno di assegnazione del contributo pubbico,,,,,,it_tuscany_erdf03,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/8fabd83179a45260a3121eef159bdc68_elencobeneficiari13b15022010.pdf,,,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf04.csv,ERDF,KL,Operational Programme 'Tuscany',"Por Toscana FESR (vers.3), All Priorities",28.69%,Linea d'intervento 1.4.a1,Fondo per partecipazioni al capitale di rischio delle imprese,,,"yes, FP",,n/a,,,PDF,Tier 1,,,,,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,,,,Anno di assegnazione del contributo pubbico,,,,,,it_tuscany_erdf04,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/00e5d3442a34f3e8c0ed1efa63f29d0a_elencobeneficiari14a115022010.pdf,,,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf05.csv,ERDF,KL,Operational Programme 'Tuscany',"Por Toscana FESR (vers.3), All Priorities",28.69%,Linea d'intervento 1.4.b1,Fondi di garanzia,,,"yes, FP",,n/a,,,PDF,Tier 1,,,,,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Localizzazione del Progetto,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,,,,Anno di assegnazione del contributo pubbico,,,,,,it_tuscany_erdf05,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/1ee39335135d2ea3de6e77e5af362923_elencobeneficiari14b115022010.pdf,,,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf06.csv,ERDF,KL,Operational Programme 'Tuscany',"Por Toscana FESR (vers.3), All Priorities",28.69%,Linea d'intervento 1.4.b2,Interventi di sostegno alla patrimonializzazione e all’evoluzione organizzativa degli organismi di garanzia,,,"yes, FP",,n/a,,,PDF,Tier 1,,,,,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,,,,Anno di assegnazione del contributo pubbico,,,,,,it_tuscany_erdf06,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/e5c49386eb7071e17554fb8fd4c8924a_elencobeneficiari14b215022010.pdf,,,,,CALL - need to split out EFRE ONLY ,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf07.csv,ERDF,KL,Operational Programme 'Tuscany',"Por Toscana FESR (vers.3), All Priorities",28.69%,Linea d'intervento 1.5.a,"Sostegno a programmi integrati di investimento per ricerca industriale e innovazione diretti a favorire processi di aggregazione delle imprese, attraverso forme di alleanza strategica su specifici progetti, la creazione di reti e altre forme di cooperazione a livello nazionale
",,,"yes, FP",,n/a,,,PDF,Tier 1,,,,,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,,,,Anno di assegnazione del contributo pubbico,,,,,,it_tuscany_erdf07,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/71f1720168f8e80522b4cca1a2f7a96b_elencobeneficiari15a15022010.pdf,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
ITALY,national,Toscana,it_tuscany_erdf08.csv,ERDF,KL,Operational Programme 'Tuscany',"Por Toscana FESR (vers.3), All Priorities",28.69%,Linea d'intervento 1.5.b,"Sostegno a programmi integrati di investimento per ricerca industriale e innovazione diretti a favorire processi di aggregazione delle imprese, attraverso forme di alleanza strategica su specifici progetti, la creazione di reti e altre forme di cooperazione a livello transnazionale ",,,"yes, FP",,n/a,,,PDF,Tier 1,,,,,,,,,,Denominazione del Beneficiario,,Titolo del Progetto,Comune,,,,,,,,,,,,,,Contributo Pubblico Assegnato (Fesr+Stato+Regione),,,,,Anno di assegnazione del contributo pubbico,,,,,,it_tuscany_erdf08,http://www.regione.toscana.it/regione/multimedia/RT/documents/2010/02/18/9fbfbd38f140bc2ece0f236234d790f7_elencobeneficiari15b15022010.pdf,,,,,,http://www.regione.toscana.it/creo/beneficiari/index.html
